Date,SPY,TLT,IEF,GLD,VNQ,DBC
2017-06-22,270.6291,169.3136,122.0353,135.9065,118.8877,15.6525
2017-06-23,272.6605,168.8364,121.9521,137.2636,118.6299,15.7443
2017-06-26,272.0532,168.8969,122.0629,137.9581,118.7388,15.8606
2017-06-27,272.2923,170.5025,122.3025,138.6639,118.3461,15.7696
2017-06-28,271.8041,170.398,122.213,139.6139,118.4615,15.6781
2017-06-29,272.9376,169.5779,122.1217,139.7501,118.8792,15.7386
2017-06-30,272.2532,170.4221,122.414,139.5313,118.4854,15.7895
2017-07-03,273.2945,170.0037,122.3493,139.6233,118.4917,15.8522
2017-07-04,272.7974,170.4669,122.4595,140.661,118.5034,15.9406
2017-07-05,272.3732,169.7851,122.3919,140.3655,122.6405,15.9161
2017-07-06,272.9967,169.8814,122.2984,140.5615,123.4391,15.7987
2017-07-07,270.3263,169.4221,122.2038,140.2173,122.9588,15.7131
2017-07-10,268.3773,168.9197,122.1574,140.1459,121.7684,15.731
2017-07-11,268.9545,169.3448,122.2111,140.535,122.0807,15.6788
2017-07-12,267.6417,171.0927,122.7302,141.8867,120.7557,15.6455
2017-07-13,264.7725,172.2838,122.9473,139.8162,120.0702,15.6088
2017-07-14,268.8775,172.206,122.7376,141.0621,121.5998,15.5022
2017-07-17,265.8787,173.3437,122.9413,140.754,121.0072,15.4615
2017-07-18,265.0199,171.2406,122.76,138.8791,120.2841,15.3634
2017-07-19,265.5042,171.4093,122.8182,139.0567,119.9381,15.3939
2017-07-20,265.8707,170.3384,122.7892,139.6257,120.3751,15.7028
2017-07-21,266.0118,171.3213,123.0019,140.6356,121.0855,15.833
2017-07-24,264.9478,172.0708,123.2054,141.4276,120.9955,16.0105
2017-07-25,266.2636,170.3127,122.6408,140.5437,122.2907,16.0562
2017-07-26,267.0894,171.845,122.9303,140.8326,122.6839,16.1029
2017-07-27,268.0006,171.6926,122.686,141.4574,123.3343,16.1252
2017-07-28,266.0149,172.7207,122.7135,142.5385,121.2809,15.8941
2017-07-31,266.1041,173.1463,122.7446,142.4222,123.7459,15.897
2017-08-01,264.4919,173.7066,122.9084,143.1396,124.8089,15.8925
2017-08-02,265.1325,172.9458,122.8516,142.9547,125.7638,15.8917
2017-08-03,264.8463,174.0172,123.0353,144.164,125.331,15.8323
2017-08-04,265.2414,174.5357,123.1197,144.4519,125.3467,15.8625
2017-08-07,270.142,173.7919,123.0518,145.3101,128.4021,15.8212
2017-08-08,270.8831,171.7512,122.5067,143.4835,128.5584,15.7506
2017-08-09,272.5289,171.6482,122.4763,143.7766,129.0872,15.713
2017-08-10,272.8472,171.6141,122.6523,144.0108,129.1797,15.7534
2017-08-11,274.3112,172.2174,122.794,144.2635,129.9697,15.744
2017-08-14,281.3799,168.9705,122.136,144.1287,133.1434,15.9838
2017-08-15,282.7204,168.6701,122.1324,145.4761,133.248,16.1716
2017-08-16,286.0424,168.0302,121.9561,145.1077,134.9203,16.3103
2017-08-17,286.1178,169.7388,122.4099,144.8246,134.379,15.9635
2017-08-18,285.4649,169.8579,122.4578,144.4757,132.2334,15.9494
2017-08-21,281.5006,170.2225,122.5684,144.7949,130.1144,15.7822
2017-08-22,282.2827,170.6106,122.7328,146.609,131.8857,15.917
2017-08-23,282.9547,170.6882,122.7243,148.7697,132.7566,16.1924
2017-08-24,285.531,170.541,122.6966,149.8069,134.1246,16.1499
2017-08-25,287.9237,170.7988,122.9072,151.2673,136.3908,16.275
2017-08-28,288.8475,172.1794,123.2967,153.5103,137.4487,16.343
2017-08-29,288.5585,172.8859,123.3959,153.051,136.6104,16.2912
2017-08-30,289.2501,171.2646,123.0607,154.7009,136.6702,16.5371
2017-08-31,286.6841,171.9013,123.2128,153.5898,136.0303,16.7903
2017-09-01,285.8237,171.0317,123.0768,155.1387,135.7915,17.0157
2017-09-04,286.2315,164.9752,121.5977,152.6004,135.2118,16.7494
2017-09-05,287.388,165.4555,121.7312,152.605,135.904,16.6812
2017-09-06,289.3189,164.838,121.6249,152.8735,137.0806,16.7836
2017-09-07,288.7553,164.7156,121.5394,152.2787,137.4082,16.7888
2017-09-08,289.648,167.0594,122.1643,153.6551,138.1641,16.7083
2017-09-11,289.326,167.881,122.3013,153.6269,137.2656,16.7662
2017-09-12,289.0333,168.1821,122.2988,153.7003,136.1482,16.9341
2017-09-13,286.7974,168.8703,122.4415,153.0033,134.7899,16.8948
2017-09-14,289.7729,165.958,121.6619,152.4365,136.5942,16.9538
2017-09-15,295.8756,164.0646,121.3724,152.6477,139.3603,17.082
2017-09-18,295.9538,163.3258,121.3113,154.3732,138.7518,16.9782
2017-09-19,296.5087,164.4693,121.5104,154.7392,138.6509,17.0274
2017-09-20,293.7397,167.1764,122.2198,155.5271,138.8508,16.9545
2017-09-21,294.014,172.3827,123.6793,157.7181,139.9686,16.9421
2017-09-22,296.8643,173.6955,124.1319,158.9053,141.0247,16.8626
2017-09-25,296.8208,173.7926,124.0594,160.918,141.5144,16.8569
2017-09-26,297.2015,173.9682,124.1129,161.6036,142.2706,16.6935
2017-09-27,300.0897,173.5616,123.9279,162.5586,144.2564,16.8118
2017-09-28,301.4419,172.0153,124.1547,163.132,143.6868,16.8827
2017-09-29,299.7113,174.2768,124.7157,164.5995,144.2257,16.8969
2017-10-02,299.836,174.5314,125.0523,161.7143,143.9308,16.5609
2017-10-03,301.0041,174.0287,125.0335,161.7518,144.1551,16.6614
2017-10-04,307.0019,173.1063,124.8705,161.3909,145.4288,16.8798
2017-10-05,308.9687,173.4002,125.2342,160.5928,146.5588,16.898
2017-10-06,307.6581,165.9169,123.3368,157.0883,144.5729,16.8795
2017-10-09,305.7388,166.9511,123.5523,157.3441,145.8339,17.2327
2017-10-10,307.9645,165.3407,123.2455,157.6396,146.7126,17.3463
2017-10-11,310.1389,164.7199,122.996,157.1754,146.9017,17.3355
2017-10-12,316.743,162.4762,122.5675,158.9927,149.2484,17.5216
2017-10-13,317.3766,162.3396,122.5281,156.9342,150.0002,17.4259
2017-10-16,317.707,162.5093,122.528,156.9953,149.8579,17.3292
2017-10-17,318.0975,162.2938,122.3887,159.3413,150.4799,17.5157
2017-10-18,311.0694,164.0403,122.7295,160.6499,148.1882,17.3248
2017-10-19,310.1809,166.0888,123.5037,162.6279,148.3598,17.5086
2017-10-20,305.4098,167.6284,123.8313,159.0435,147.2532,17.3051
2017-10-23,306.1566,166.5122,123.6004,160.1154,146.7079,17.3825
2017-10-24,304.9955,166.7318,123.6662,161.2875,147.0029,17.4256
2017-10-25,305.8198,165.4712,123.4558,158.8004,146.6133,17.1838
2017-10-26,307.5563,162.7946,122.8747,158.6897,145.8325,17.3867
2017-10-27,309.4895,163.1853,123.0686,159.188,147.3506,17.3951
2017-10-30,305.2484,167.6863,124.2238,160.448,146.0978,17.2596
2017-10-31,308.0764,167.5353,124.1689,161.1495,146.9439,17.4167
2017-11-01,304.6832,170.4331,124.9598,161.7026,146.3552,17.583
2017-11-02,303.2251,171.0962,125.1899,161.966,146.5527,17.5488
2017-11-03,297.3335,171.7,125.1434,161.0672,143.7941,17.8979
2017-11-06,298.6502,172.2486,125.505,161.5815,144.5659,17.9936
2017-11-07,299.6525,171.7657,125.212,161.358,145.4125,17.8187
2017-11-08,298.3159,172.3087,125.2546,158.2114,143.0889,17.6698
2017-11-09,296.2083,172.7612,125.2709,157.4937,142.4447,17.7174
2017-11-10,296.8357,170.9099,124.7614,158.5044,142.2016,17.8338
2017-11-13,295.6275,168.8697,124.1663,156.7968,141.1816,18.0394
2017-11-14,295.2303,168.9191,124.0204,156.607,141.7967,18.0329
2017-11-15,294.1051,169.8721,124.3006,154.3456,140.4453,17.8781
2017-11-16,295.2063,169.732,124.3578,151.8403,139.828,17.854
2017-11-17,292.5224,169.1688,124.1035,151.4978,138.4568,17.8069
2017-11-20,294.1687,166.5019,123.5442,151.0144,139.684,17.9151
2017-11-21,296.4844,165.9716,123.4926,150.4627,142.4894,17.9315
2017-11-22,296.159,166.1614,123.5698,150.7861,142.6815,17.8579
2017-11-23,298.0329,164.9955,123.2583,150.3995,143.8573,17.8364
2017-11-24,297.31,166.5821,123.7153,151.6562,143.9542,17.7984
2017-11-27,296.065,165.0769,123.3648,153.3784,143.8864,17.7605
2017-11-28,298.1133,165.687,123.4671,154.6436,144.9256,17.8941
2017-11-29,300.9258,164.6577,123.2096,154.881,144.7474,17.7438
2017-11-30,296.9716,163.4706,122.7599,153.7994,144.1147,17.6909
2017-12-01,300.2107,162.3613,122.4858,152.8024,145.8772,17.7775
2017-12-04,299.954,163.0073,122.7873,152.2599,145.6086,17.7189
2017-12-05,300.2807,163.1067,122.8707,152.6506,145.9274,17.8512
2017-12-06,300.803,163.2334,122.9261,152.696,146.2379,17.9257
2017-12-07,295.5068,165.281,123.5139,151.3076,145.3593,17.7516
2017-12-08,296.6295,165.328,123.4965,149.7763,146.4063,17.8054
2017-12-11,296.4377,164.4616,123.313,149.9503,146.5228,17.6628
2017-12-12,295.1126,164.6537,123.3099,149.5022,146.9679,17.6847
2017-12-13,297.8024,165.5779,123.6485,149.5586,149.0058,17.7609
2017-12-14,296.0384,165.5361,123.5918,149.318,147.7053,17.6364
2017-12-15,294.0336,166.1338,123.7264,149.4276,148.407,17.6525
2017-12-18,295.5653,164.3266,123.3351,147.827,149.6622,17.2769
2017-12-19,292.9942,164.2984,123.3946,150.4387,148.1883,17.3466
2017-12-20,296.999,163.772,123.1607,149.8133,147.8988,17.3728
2017-12-21,296.971,163.5735,123.3258,147.8173,149.7978,17.1405
2017-12-22,298.6293,163.2242,123.2651,148.5007,150.679,17.1432
2017-12-25,298.2497,163.3129,123.4452,149.1665,149.8143,16.6917
2017-12-26,299.5659,163.068,123.4345,149.0943,151.1267,16.4734
2017-12-27,305.0051,161.1299,122.8516,149.6926,153.8425,16.3258
2017-12-28,300.7049,164.9065,123.9301,150.6524,152.7827,16.3046
2017-12-29,302.1418,164.2214,123.6365,149.7251,151.9613,16.272
2018-01-01,303.3757,164.9888,123.8548,153.7909,153.5754,16.5181
2018-01-02,308.84,163.8514,123.8516,155.5634,156.6096,16.8912
2018-01-03,311.6081,160.3847,122.904,155.7938,156.2456,16.7964
2018-01-04,314.7296,160.6084,122.9036,156.2673,159.4253,16.6294
2018-01-05,314.9174,160.3667,122.842,157.7215,159.8811,16.357
2018-01-08,315.1768,159.8056,122.6781,156.1321,159.9959,16.4692
2018-01-09,313.676,159.7974,122.8372,156.4288,158.5474,16.758
2018-01-10,314.6346,160.0974,122.9202,155.5534,158.3206,16.8616
2018-01-11,321.7361,157.9996,122.3182,156.204,160.3759,16.9492
2018-01-12,320.5176,158.646,122.2834,154.834,160.454,16.3764
2018-01-15,321.102,157.3368,121.9066,153.3158,160.2771,16.3298
2018-01-16,325.0706,157.0002,121.9992,154.0131,163.0082,16.4343
2018-01-17,325.289,156.6001,121.8793,154.5015,162.3751,16.6029
2018-01-18,325.0668,157.2734,122.1809,154.4845,163.0673,16.3844
2018-01-19,326.034,156.7141,122.0527,155.0509,164.3797,16.4984
2018-01-22,325.8441,156.8159,122.1607,154.9947,164.4126,16.5679
2018-01-23,327.8922,154.8624,121.471,153.7298,165.3125,16.5369
2018-01-24,326.0927,155.1064,121.6535,153.7674,164.5649,16.3004
2018-01-25,325.7816,152.9651,121.1475,151.4765,164.3711,16.1796
2018-01-26,328.1242,154.293,121.4318,151.4868,166.3613,16.2383
2018-01-29,325.986,156.2403,122.0603,152.0105,166.1506,16.3182
2018-01-30,323.3887,156.8486,121.9176,150.5765,164.2536,16.2064
2018-01-31,323.1305,156.4547,121.8608,150.6212,163.3423,16.3518
2018-02-01,321.6049,155.829,121.6052,149.1089,163.2451,16.391
2018-02-02,321.1906,155.5341,121.3724,148.9823,162.6998,16.2739
2018-02-05,321.7211,156.9463,121.9388,151.6629,163.1364,16.3868
2018-02-06,321.6149,157.7886,122.1969,152.338,163.1651,16.379
2018-02-07,317.7266,158.5162,122.2711,150.9813,161.6678,16.2287
2018-02-08,319.215,160.7546,122.8719,153.3492,163.7609,16.4081
2018-02-09,321.6877,160.3682,122.7156,153.1057,164.9113,16.2033
2018-02-12,322.1766,160.2908,122.8275,153.3096,166.3781,16.2962
2018-02-13,326.9554,159.7639,122.6397,155.9084,168.5026,16.5334
2018-02-14,320.1544,161.7859,122.9396,154.8817,165.2913,16.7445
2018-02-15,322.3777,162.6284,123.1708,153.5669,165.9417,16.7669
2018-02-16,321.0816,162.7332,123.2181,156.8393,166.1048,16.934
2018-02-19,318.9509,163.8094,123.3504,156.3353,166.3384,16.6469
2018-02-20,318.0123,164.0132,123.4536,156.1401,169.2365,16.5725
2018-02-21,321.2554,162.193,123.0834,155.5293,171.2411,16.703
2018-02-22,318.8759,162.7902,123.3469,155.5927,170.8473,16.5537
2018-02-23,315.3356,163.1518,123.4056,155.7155,169.1287,16.5013
2018-02-26,312.3594,163.5737,123.4438,156.5933,164.2721,16.3835
2018-02-27,306.9804,164.371,123.6728,156.8198,161.7929,16.2869
2018-02-28,307.5609,164.0086,123.6247,157.6722,161.4823,16.351
2018-03-01,308.4073,162.8136,123.1788,157.0291,161.1911,16.494
2018-03-02,308.433,163.2072,123.5564,160.4791,160.7759,16.5745
2018-03-05,313.4979,162.082,123.319,160.7997,163.4513,16.6305
2018-03-06,309.2877,164.6674,123.981,162.8342,161.6131,16.8404
2018-03-07,311.7668,163.059,123.4942,162.37,162.8044,16.8728
2018-03-08,308.6843,163.3891,123.5936,163.0906,162.4793,16.703
2018-03-09,310.8441,162.2809,123.1889,163.2179,163.4302,16.7774
2018-03-12,309.2284,161.8624,123.2649,158.8699,163.7221,16.57
2018-03-13,309.5106,161.0487,123.1106,159.4267,162.5906,16.7462
2018-03-14,308.4719,159.8141,122.7248,161.1102,161.1135,17.0651
2018-03-15,310.0568,159.1545,122.5961,161.6439,161.4969,17.0012
2018-03-16,313.199,158.9588,122.5744,161.7424,160.6448,17.006
2018-03-19,312.8416,158.0881,122.3742,161.547,159.9836,16.877
2018-03-20,313.3561,158.3135,122.6713,162.7162,160.473,16.9068
2018-03-21,314.2474,159.7085,123.0096,160.3892,160.0082,16.7951
2018-03-22,312.1326,160.5742,123.2622,159.4496,159.0847,16.5776
2018-03-23,310.4311,159.3652,123.0063,157.939,158.1136,16.4812
2018-03-26,311.9217,160.0872,123.2674,161.5407,160.0213,16.769
2018-03-27,313.1689,160.75,123.3187,159.8707,161.6809,16.7006
2018-03-28,314.6278,160.7681,123.2826,158.6228,161.0958,16.7319
2018-03-29,317.4592,159.8822,122.9975,158.0503,160.3068,16.7303
2018-03-30,319.6283,160.4463,122.8561,158.331,159.4843,16.7735
2018-04-02,324.3062,160.6031,122.9361,158.7869,162.1549,16.7471
2018-04-03,325.3783,161.0516,122.9283,160.8986,163.7129,16.7201
2018-04-04,325.7337,162.7298,123.3466,159.9923,164.3615,16.7006
2018-04-05,325.7811,162.6872,123.389,160.994,163.3863,16.7599
2018-04-06,324.9432,164.207,123.9731,160.9607,163.9817,17.5998
2018-04-09,326.6779,163.366,123.7123,160.332,165.223,17.4795
2018-04-10,326.0581,163.262,123.6044,159.5132,165.416,17.2727
2018-04-11,322.8655,163.9015,123.8761,159.2882,164.3337,17.0915
2018-04-12,325.6922,163.2812,123.6717,159.3475,165.8475,17.216
2018-04-13,327.4585,165.2333,124.2219,161.4557,166.845,17.227
2018-04-16,328.6116,166.6832,124.5998,163.412,168.3193,17.3838
2018-04-17,325.5305,168.685,125.2365,162.9,167.4361,17.3537
2018-04-18,323.9364,170.1032,125.5953,161.7702,166.9623,17.2123
2018-04-19,310.9546,170.6874,125.7101,160.546,161.6486,16.8256
2018-04-20,312.4128,170.6634,125.9236,162.5248,163.1731,16.8597
2018-04-23,310.2587,172.0942,126.3874,162.3294,162.7068,16.8345
2018-04-24,310.6715,172.1209,126.3318,162.3935,162.5671,16.8833
2018-04-25,310.7083,173.3188,126.6479,162.9124,163.9408,16.9825
2018-04-26,310.8929,173.6652,126.8803,161.2836,164.7796,16.963
2018-04-27,311.6084,173.5022,126.9489,159.6867,165.6402,16.9036
2018-04-30,316.2572,171.9265,126.5811,159.9532,168.3017,17.4149
2018-05-01,319.0024,171.08,126.4075,156.9384,169.6267,17.2659
2018-05-02,315.8986,175.5257,127.3591,158.4425,170.5376,17.1824
2018-05-03,314.8067,175.3449,127.5776,158.2289,168.9071,17.5803
2018-05-04,302.1546,178.3494,128.453,157.5679,160.6707,17.0826
2018-05-07,304.2603,177.5319,128.2179,160.5778,162.2641,17.1495
2018-05-08,308.6888,178.5343,128.3518,158.6324,165.7983,17.2973
2018-05-09,308.767,179.5513,128.4956,158.003,165.569,17.369
2018-05-10,327.2297,176.9541,127.7675,156.1375,175.7241,17.4969
2018-05-11,321.493,177.9664,127.9983,156.1054,171.0245,17.2879
2018-05-14,310.8596,180.6582,128.8242,157.1104,165.6691,17.023
2018-05-15,311.1785,179.7393,128.4649,155.9225,164.3634,16.8898
2018-05-16,315.4377,181.6771,129.1099,157.34,168.7295,17.0372
2018-05-17,320.6034,180.648,128.8108,158.1128,171.451,17.2289
2018-05-18,315.2472,182.2513,129.1634,159.6316,169.5167,17.0946
2018-05-21,315.9189,180.9645,128.4327,159.4036,169.9971,17.2457
2018-05-22,322.3879,181.0989,128.445,163.0072,174.1559,17.6838
2018-05-23,320.7414,180.8155,128.0134,160.4162,173.8104,17.2066
2018-05-24,315.4218,182.6619,128.7751,163.1749,171.4673,16.9457
2018-05-25,310.2787,180.8444,128.5662,160.668,167.4383,16.6715
2018-05-28,314.7508,177.9057,127.7001,163.1665,168.46,16.8056
2018-05-29,317.4067,175.3503,127.6842,160.869,168.662,16.7615
2018-05-30,318.6085,175.7181,127.8421,161.7679,166.917,17.1376
2018-05-31,325.685,175.2283,127.6053,158.4377,171.4807,17.3483
2018-06-01,326.1436,176.192,127.2468,160.4417,174.4575,17.4836
2018-06-04,322.0905,179.2953,128.2212,162.2702,172.6017,17.778
2018-06-05,325.317,177.2737,127.7874,166.4689,174.8207,18.2542
2018-06-06,325.2888,176.5674,127.74,165.7817,174.4932,18.4088
2018-06-07,324.5807,177.0754,128.1902,166.6037,174.5952,18.2003
2018-06-08,322.1818,177.1172,128.3866,167.3507,174.2398,18.0524
2018-06-11,308.7192,182.1228,129.5293,168.3582,165.5174,17.5015
2018-06-12,308.2394,183.434,129.4642,167.6303,166.0873,17.6638
2018-06-13,309.0631,187.6612,130.3597,166.6267,168.8501,17.2915
2018-06-14,311.243,185.8279,129.8101,166.9254,167.9242,18.1207
2018-06-15,306.4364,189.9274,131.1174,166.9922,167.2521,18.0794
2018-06-18,308.1542,193.8032,132.1948,172.0391,169.9926,19.5807
2018-06-19,302.1238,195.536,132.4436,172.1556,167.3437,19.2406
2018-06-20,287.7848,199.5478,133.4345,170.9062,157.5459,18.7821
2018-06-21,283.6057,202.5578,133.9571,172.3715,156.6605,18.9371
2018-06-22,282.5857,201.0715,133.7731,172.0594,156.2371,18.6848
2018-06-25,276.2259,201.6096,133.9597,172.7621,151.0076,18.5089
2018-06-26,273.0114,202.204,134.0487,173.7322,149.3345,18.5612
2018-06-27,286.0386,198.4941,132.6039,173.2728,158.1159,19.0553
2018-06-28,288.5402,200.5872,133.3881,168.874,162.8665,18.9319
2018-06-29,288.2134,197.3563,132.5073,167.8723,160.9436,18.8784
2018-07-02,290.2088,197.6706,132.6231,168.3262,161.2343,19.0415
2018-07-03,291.4644,202.8821,134.4571,167.6985,165.2284,18.4835
2018-07-04,283.646,207.1949,134.9048,168.1081,162.6618,17.8182
2018-07-05,280.74,209.2243,135.4709,168.65,162.2111,17.5632
2018-07-06,279.0657,207.5945,135.2372,168.6259,160.879,17.4853
2018-07-09,276.4439,207.4137,135.6226,168.5454,156.9889,17.4081
2018-07-10,274.2992,207.6111,135.9761,167.4854,156.835,17.294
2018-07-11,267.0585,210.9521,136.9391,165.5053,152.2799,16.774
2018-07-12,267.6591,211.691,137.1121,164.3528,153.2164,16.6803
2018-07-13,269.6418,206.6368,135.3736,160.3577,152.9503,16.8509
2018-07-16,273.3596,205.4253,135.1036,159.1166,154.8058,16.1664
2018-07-17,274.0001,205.6453,135.1789,160.1923,154.3331,16.0527
2018-07-18,270.4526,205.3004,135.3179,160.1458,146.1243,16.0056
2018-07-19,276.9841,203.5666,134.9255,163.2554,151.2935,16.3093
2018-07-20,281.35,205.5435,135.3553,166.7439,155.559,16.5645
2018-07-23,283.2138,205.0268,135.1061,167.4589,159.3335,16.4555
2018-07-24,283.272,206.8645,135.679,164.8949,161.21,16.2856
2018-07-25,291.9459,203.5149,134.967,166.6036,165.5162,16.683
2018-07-26,295.1589,205.1905,135.2505,168.4247,168.3654,17.1315
2018-07-27,293.8552,205.1832,135.25,168.1634,167.5516,17.071
2018-07-30,290.6088,208.7604,135.8542,169.5172,166.3433,17.1988
2018-07-31,289.1696,210.7775,136.6153,171.0623,166.6531,17.0403
2018-08-01,289.5858,210.0061,136.9271,171.2077,164.9339,17.0211
2018-08-02,283.1348,211.4319,137.0786,168.3643,160.2992,16.5361
2018-08-03,284.7619,208.9704,136.6002,167.6417,162.2744,16.3167
2018-08-06,283.1256,203.6776,136.0218,164.1211,158.3297,16.1909
2018-08-07,299.2421,201.9163,135.6335,164.7712,171.0471,16.657
2018-08-08,291.6036,203.2681,135.9386,165.0752,165.9426,16.2751
2018-08-09,291.0756,203.7981,135.979,164.1475,166.9665,16.5653
2018-08-10,290.1834,204.2834,136.1004,163.7344,168.2553,16.4268
2018-08-13,291.0166,203.4073,135.8775,164.2212,168.2688,16.5495
2018-08-14,287.2675,204.7302,135.9295,160.7659,165.9976,15.9459
2018-08-15,281.6757,206.4346,136.4503,162.0127,163.16,15.6281
2018-08-16,282.4261,205.9187,136.2398,162.9231,163.4386,15.4759
2018-08-17,286.6061,207.3138,136.8197,161.8571,166.606,15.3429
2018-08-20,286.5973,205.9867,136.8019,159.4525,166.4754,15.3174
2018-08-21,297.4314,200.5876,135.3994,158.4813,173.8919,15.5832
2018-08-22,301.8743,201.5486,135.1422,156.1218,177.0277,15.5649
2018-08-23,310.5148,199.5431,134.0724,155.1968,182.5669,15.862
2018-08-24,305.1955,201.0573,134.7793,156.5084,180.0517,15.8468
2018-08-27,304.1439,199.301,134.1001,155.6746,176.2193,15.9958
2018-08-28,304.2694,200.7934,134.3878,155.6683,176.9909,15.8753
2018-08-29,306.8804,199.3574,134.5069,158.5789,179.4166,15.8949
2018-08-30,312.9566,200.3062,135.4314,157.2878,183.822,16.0329
2018-08-31,311.8422,200.5883,135.5484,159.6622,181.6822,16.2165
2018-09-03,316.3994,203.7784,136.692,161.4459,186.46,16.1056
2018-09-04,312.6898,205.4113,136.989,161.8175,185.6961,15.9237
2018-09-05,312.437,208.2021,137.5261,161.3682,185.9064,15.7133
2018-09-06,307.3721,209.3696,137.1013,161.5551,182.6916,15.8702
2018-09-07,310.2145,208.3889,136.7477,161.5046,185.6188,15.8743
2018-09-10,309.3249,208.0929,136.4416,162.3728,185.8157,15.8174
2018-09-11,310.3361,211.7203,137.4282,164.4122,189.3481,15.7871
2018-09-12,305.9164,210.8948,137.0988,164.3491,184.8946,15.8154
2018-09-13,301.0795,211.424,137.4306,165.7263,186.1788,15.5998
2018-09-14,299.9284,212.4634,137.6435,166.9661,186.1037,15.6919
2018-09-17,304.8927,209.1599,136.8619,170.8366,189.3787,15.9123
2018-09-18,304.7872,209.2934,137.0406,172.3902,188.4399,15.9419
2018-09-19,304.252,206.7497,136.2901,170.1116,186.1121,15.7788
2018-09-20,312.0105,207.6856,136.4958,171.1468,194.8149,15.5218
2018-09-21,308.595,211.2509,137.5897,172.49,197.0722,15.3292
2018-09-24,306.0606,208.8008,137.1485,167.6829,191.736,15.1033
2018-09-25,300.6436,211.6086,137.6662,166.8222,186.4695,15.0474
2018-09-26,296.0663,211.255,138.1413,158.6603,181.9425,14.726
2018-09-27,295.9159,210.3619,137.9376,159.937,181.1551,15.5609
2018-09-28,302.2536,208.7041,137.5879,156.4912,186.2908,15.8554
2018-10-01,303.5776,209.389,137.9166,156.954,188.2276,15.8517
2018-10-02,294.4376,212.204,138.4964,158.1741,182.4424,15.6724
2018-10-03,282.5246,214.2333,139.1795,161.7902,173.3859,15.4732
2018-10-04,283.5072,211.9035,138.2494,156.4075,173.2488,15.5178
2018-10-05,283.7654,212.0469,138.0842,157.7214,173.2919,15.7238
2018-10-08,287.1829,209.8552,137.3118,155.5422,175.4951,15.4457
2018-10-09,280.6906,203.8991,136.0103,152.6659,170.2961,15.1617
2018-10-10,286.9283,201.3927,135.3462,146.619,172.0725,14.862
2018-10-11,278.2983,202.5228,135.3107,145.9829,165.4016,14.6721
2018-10-12,276.6518,203.2746,135.5898,145.5295,165.2134,14.5462
2018-10-15,276.489,206.8702,136.0832,147.9937,167.809,14.5064
2018-10-16,282.6011,204.3149,135.4438,148.7556,170.4828,14.5979
2018-10-17,282.6415,202.6624,135.1402,145.1149,169.4873,14.5399
2018-10-18,284.1469,204.3457,135.7619,147.2965,171.4247,14.7805
2018-10-19,270.6619,202.6931,135.3488,149.4448,158.9021,14.8251
2018-10-22,269.0579,201.8076,135.3875,149.6282,159.9532,14.7318
2018-10-23,272.1081,201.2777,134.7903,149.3562,161.5422,14.7244
2018-10-24,267.4189,204.9832,135.7232,153.2391,160.4744,14.5472
2018-10-25,266.9578,205.2749,134.9966,152.2326,161.3026,14.427
2018-10-26,262.3884,203.8959,134.4343,150.9376,158.1582,14.3359
2018-10-29,252.5227,202.264,133.9789,151.1732,146.6863,14.2415
2018-10-30,253.4837,202.3567,134.1916,148.4739,145.9714,14.1488
2018-10-31,250.0159,200.1151,133.2296,145.5324,142.846,14.1085
2018-11-01,253.1145,200.2417,133.3239,144.7805,145.7696,14.0763
2018-11-02,251.3247,202.3788,133.9551,144.2703,145.6174,13.9683
2018-11-05,244.1788,204.8717,134.4882,142.4645,141.1501,13.6285
2018-11-06,240.4242,208.3764,135.3322,143.1928,138.6507,13.5363
2018-11-07,244.1382,206.7006,134.7618,142.6763,139.7475,13.7596
2018-11-08,251.1131,209.8129,135.2872,143.6775,146.4869,14.1899
2018-11-09,257.3932,206.9024,134.6212,142.0487,151.3822,14.1592
2018-11-12,246.4733,209.96,135.1178,142.2981,142.5791,14.0044
2018-11-13,240.0026,213.3819,135.9387,143.342,143.4305,13.5751
2018-11-14,236.8629,214.1108,136.1951,141.0853,139.937,13.3177
2018-11-15,243.4816,208.7803,135.0149,140.2422,142.6428,13.3768
2018-11-16,239.9531,207.118,134.6232,136.0443,138.741,13.1139
2018-11-19,240.3964,206.7968,134.5251,134.5942,138.5189,13.1535
2018-11-20,239.8489,206.8264,134.705,134.9627,137.9631,13.1235
2018-11-21,239.056,204.8917,134.021,135.4177,136.6689,13.1993
2018-11-22,236.7781,205.8927,134.229,135.482,137.1018,13.1743
2018-11-23,234.4253,206.57,134.3257,138.1275,135.6219,13.2204
2018-11-26,238.6876,203.3541,133.3798,137.9959,137.1727,13.5876
2018-11-27,236.3058,202.1993,133.1356,137.2684,134.9937,13.4717
2018-11-28,241.4519,202.033,133.0901,137.9997,140.0163,13.4824
2018-11-29,236.6273,204.0636,133.4797,138.8605,137.8402,13.206
2018-11-30,234.8572,203.6409,133.5209,139.2919,135.6769,13.0565
2018-12-03,229.5772,205.9578,134.1194,138.888,133.873,12.7091
2018-12-04,231.1493,203.2191,133.4328,133.576,135.5898,12.5326
2018-12-05,237.7714,202.0576,133.2563,136.391,140.535,12.6884
2018-12-06,232.645,203.3063,133.5083,137.0496,137.9752,12.5876
2018-12-07,221.348,209.877,135.2959,142.463,131.5704,12.1665
2018-12-10,223.2164,208.753,134.9025,141.6591,132.5284,12.2496
2018-12-11,220.9724,205.4934,134.0061,139.8314,130.3183,11.9616
